gene name,Closeness unDir,Degree unDir,Eccentricity unDir,Radiality unDir
NUP188,0.000258465,172,0.333333333,3.078947368
FADD,0.000262192,271,0.333333333,3.106256207
SUB1,0.000255754,127,0.333333333,3.058589871
TRIM28,0.000289184,658,0.333333333,3.283018868
CARM1,0.000265534,284,0.333333333,3.130089374
ABCC3,0.00025974,185,0.333333333,3.088381331
GSN,0.000266951,304,0.333333333,3.140019861
BAP1,0.000263713,243,0.333333333,3.117179742
PEG3,0.000248324,39,0.333333333,3.000496524
EEF1A2,0.00026469,268,0.333333333,3.124131082
PKMYT1,0.000272777,402,0.333333333,3.179741807
STK11*KDG*,0.000273898,452,0.333333333,3.187189672
AQP1,0.00026062,198,0.333333333,3.094836147
S100B,0.000255493,123,0.333333333,3.056603774
AR*KDG*,0.000271297,500,0.333333333,3.169811321
TRIM24,0.000272926,409,0.333333333,3.180734856
NUP133,0.000274725,432,0.333333333,3.19265144
PLK1,0.000286944,681,0.5,3.269612711
CCND1,0.000265534,314,0.333333333,3.130089374
APPBP2,0.000257533,161,0.333333333,3.071996028
GML,0.000251256,61,0.333333333,3.023833168
RCHY1,0.000259202,182,0.333333333,3.084409136
EBAG9,0.000254972,122,0.333333333,3.052631579
MAP4,0.00026448,256,0.333333333,3.122641509
VCAN,0.000259605,181,0.333333333,3.087388282
ALDH1A3,0.000253807,112,0.333333333,3.043694141
GINS1,0.000281136,594,0.5,3.233862959
PATZ1,0.000260552,206,0.333333333,3.094339623
LITAF,0.000256805,142,0.333333333,3.06653426
TYRP1,0.000269978,342,0.333333333,3.160873883
XIAP,0.000265957,307,0.333333333,3.13306852
ILK,0.000272257,401,0.333333333,3.176266137
PLEC,0.000254647,118,0.333333333,3.050148957
HMGN2,0.000269469,364,0.333333333,3.157398213
MYC,0.000280348,585,0.333333333,3.228897716
CCNG1,0.000271076,373,0.333333333,3.168321748
APCS,0.000259471,184,0.333333333,3.086395233
CASP8*KDG*,0.000282486,621,0.333333333,3.242303873
HOXB13,0.00026096,213,0.333333333,3.097318769
CDC45,0.000272926,449,0.333333333,3.180734856
MTOR,0.000271223,409,0.333333333,3.169314796
CASP9,0.000260078,216,0.333333333,3.090863952
ZWINT,0.000295334,857,0.5,3.31876862
BUB1B,0.000286697,702,0.333333333,3.268123138
KAT5,0.000267666,318,0.333333333,3.144985104
RNF4,0.00029129,662,0.5,3.295431976
SPC25,0.000270563,437,0.333333333,3.164846077
CLTC,0.000272926,405,0.333333333,3.180734856
CCNA2,0.000285633,738,0.5,3.261668322
UBE2D3,0.000266667,312,0.333333333,3.138033764
BAI1,0.000254323,107,0.333333333,3.047666336
RUNX2,0.000253936,106,0.333333333,3.04468719
MEN1,0.000268312,324,0.333333333,3.149453823
POLE2,0.000273748,453,0.333333333,3.186196624
TTK,0.000296912,793,0.5,3.327706058
SP1,0.000282566,587,0.5,3.242800397
BCL2L1,0.000260688,232,0.333333333,3.095332671
MDM4,0.000280269,511,0.5,3.228401192
NR0B1,0.000252334,90,0.333333333,3.032274081
NTHL1,0.000262881,236,0.333333333,3.11122145
GAMT,0.000253357,96,0.333333333,3.040218471
S100A7,0.000251256,67,0.333333333,3.023833168
INPP4A,0.000262398,233,0.333333333,3.10774578
NCAPH,0.000273823,398,0.333333333,3.186693148
CSNK2B,0.000271592,387,0.5,3.171797418
PRKAA1,0.000270197,379,0.333333333,3.162363456
AP3B1,0.000268312,338,0.333333333,3.149453823
MCM3,0.000291971,791,0.5,3.299404171
MADD,0.000261097,209,0.333333333,3.098311817
TAOK2,0.000258131,173,0.333333333,3.076464747
GATA3,0.000279408,484,0.333333333,3.222939424
CREB1,0.000276855,493,0.333333333,3.206554121
DYRK2,0.000282008,539,0.333333333,3.239324727
RELA,0.000273523,480,0.333333333,3.184707051
MELK,0.000290698,698,0.333333333,3.291956306
SMC2,0.000280505,630,0.333333333,3.229890765
SUMO2,0.000288767,674,0.5,3.280536246
TPT1,0.000257003,149,0.333333333,3.068023833
XRCC6,0.000271739,396,0.333333333,3.172790467
MSH6,0.000276319,472,0.333333333,3.203078451
SMAD3,0.00027137,414,0.333333333,3.170307845
AGAP2,0.000257732,166,0.333333333,3.073485601
SIK2,0.000273149,401,0.333333333,3.182224429
SMG1,0.000281373,530,0.333333333,3.235352532
IRF5,0.000259269,190,0.333333333,3.08490566
DEDD,0.000255558,134,0.333333333,3.057100298
CENPE,0.000279642,562,0.5,3.224428997
CDK1,0.000292826,843,0.5,3.304369414
PIK3C2A,0.000273673,409,0.333333333,3.185700099
CDK4,0.000285714,650,0.5,3.262164846
HIPK3,0.000268962,347,0.333333333,3.153922542
TP63,0.000260552,207,0.333333333,3.094339623
PLK4,0.000279564,589,0.5,3.223932473
DDX5,0.000271076,389,0.333333333,3.168321748
IKBKG,0.000259808,217,0.333333333,3.088877855
PIAS1,0.000281373,532,0.333333333,3.235352532
MCM6,0.000284091,669,0.5,3.252234359
RARB,0.000260417,211,0.333333333,3.093346574
BNIP3L,0.000263158,240,0.333333333,3.113207547
TNFSF10,0.000263992,272,0.333333333,3.119165839
EPB41L1,0.000260078,193,0.333333333,3.090863952
DHFR,0.000271813,433,0.333333333,3.173286991
STAT6,0.000262261,255,0.333333333,3.106752731
INPP4B,0.000265957,286,0.333333333,3.13306852
CEBPZ,0.000274123,415,0.333333333,3.188679245
LIG1,0.000274123,402,0.333333333,3.188679245
CHAF1B,0.000272183,408,0.5,3.175769613
PML,0.000267809,337,0.333333333,3.145978153
MAPKAPK5,0.000269542,343,0.5,3.157894737
CDKN2A,0.000265322,292,0.5,3.128599801
CDC6,0.000286697,764,0.5,3.268123138
XRCC4,0.000269542,361,0.333333333,3.157894737
KIF11,0.000287439,638,0.5,3.272591857
DLGAP5,0.000279486,465,0.5,3.223435948
KNTC1,0.000276091,452,0.333333333,3.201588878
MYB,0.000268168,351,0.5,3.148460775
TOPORS,0.000272554,393,0.333333333,3.178252234
NUFIP1,0.000263505,251,0.333333333,3.115690169
SERPINB5,0.00025413,103,0.333333333,3.046176763
HIC1,0.000254001,97,0.333333333,3.045183714
HSPA1A,0.000260281,205,0.333333333,3.092353525
KIF14,0.000276778,483,0.333333333,3.206057597
CD79A,0.000262881,286,0.333333333,3.11122145
FAIM3,0.000260552,212,0.333333333,3.094339623
RFC3,0.00029985,917,0.333333333,3.34409136
CASP1,0.000263366,292,0.333333333,3.11469712
AIF1,0.000257998,175,0.333333333,3.075471698
IGFBP3,0.000258799,184,0.333333333,3.08142999
FOLH1,0.000266028,286,0.333333333,3.133565045
GAPDH,0.000271518,374,0.333333333,3.171300894
WEE1,0.000279877,529,0.333333333,3.22591857
BIRC5,0.000270416,420,0.333333333,3.163853029
TRAT1,0.000258933,184,0.333333333,3.082423039
LCP1,0.00027027,371,0.333333333,3.16285998
CEBPA,0.000272777,415,0.333333333,3.179741807
KAT2B,0.000268384,366,0.333333333,3.149950348
MUC1,0.000284333,533,0.333333333,3.253723932
MAPK14,0.000291375,782,0.5,3.2959285
KIF23,0.000282965,560,0.333333333,3.245283019
TNFRSF10C,0.000253614,98,0.333333333,3.042204568
SPDEF,0.000255363,127,0.333333333,3.055610725
CAV1,0.00026441,295,0.333333333,3.122144985
OIP5,0.000287936,591,0.5,3.275571003
FDXR,0.000259269,184,0.333333333,3.08490566
POLA1,0.000280191,565,0.333333333,3.227904667
CD28,0.000262261,251,0.333333333,3.106752731
IFNB1,0.000255624,130,0.333333333,3.057596822
MCM2,0.000286779,650,0.5,3.268619662
ERG,0.00027248,385,0.333333333,3.17775571
EHMT2,0.000263783,253,0.333333333,3.117676266
REPS2,0.000259202,185,0.333333333,3.084409136
RPA2,0.000275103,478,0.5,3.195134062
CASP3,0.000274876,482,0.5,3.193644489
CTSD,0.000258933,180,0.333333333,3.082423039
SPP1,0.000265322,274,0.333333333,3.128599801
EPHB4,0.000258398,167,0.333333333,3.078450844
EXO1,0.000274952,451,0.333333333,3.194141013
FASLG,0.000263852,269,0.333333333,3.11817279
TAP1,0.000258331,181,0.333333333,3.07795432
ETS2,0.000263227,254,0.5,3.113704071
PIK3R1,0.000294031,802,0.333333333,3.311320755
TRIAP1,0.00026455,266,0.333333333,3.123138034
DAP3,0.000261712,222,0.333333333,3.102780536
RFC4,0.000288101,827,0.333333333,3.276564052
ZMIZ2,0.000256937,150,0.333333333,3.067527309
BBC3,0.000255102,123,0.333333333,3.053624628
PIP5K1A,0.000270563,363,0.333333333,3.164846077
CCNB1,0.000287356,772,0.333333333,3.272095333
MAP2K7,0.000262605,252,0.333333333,3.109235353
CDKN3,0.000275938,442,0.333333333,3.200595829
PCBP4,0.000250941,72,0.333333333,3.021350546
KIF20B,0.000279955,600,0.5,3.226415094
USF2,0.000262467,232,0.333333333,3.108242304
MLH3,0.000254842,118,0.333333333,3.05163853
FLNA,0.000264201,286,0.333333333,3.120655412
RRM2,0.00027137,364,0.333333333,3.170307845
GATA4,0.000255885,126,0.333333333,3.05958292
PAWR,0.000260349,200,0.333333333,3.09285005
CDC20,0.000292912,776,0.5,3.304865938
IKBKB,0.000269978,391,0.333333333,3.160873883
CCNF,0.00026469,291,0.333333333,3.124131082
MAD2L1,0.000290613,716,0.5,3.291459782
NCOA1,0.000274725,465,0.333333333,3.19265144
MBD4,0.000261438,213,0.333333333,3.100794439
MSH4,0.000252589,83,0.333333333,3.034260179
HSP90B1,0.000257003,150,0.333333333,3.068023833
AKT1,0.000279018,574,0.333333333,3.220456802
TIMELESS,0.000266241,314,0.333333333,3.135054618
GPX1,0.000260078,199,0.333333333,3.090863952
BTG2,0.000258331,166,0.333333333,3.07795432
HMGB1,0.000282965,583,0.333333333,3.245283019
BIRC3,0.000273523,451,0.333333333,3.184707051
MAP3K5,0.000276472,499,0.333333333,3.2040715
LMNB1,0.000281928,627,0.333333333,3.238828203
KIAA0101,0.000282167,572,0.333333333,3.240317776
TAF5,0.000271961,395,0.5,3.17428004
MED1,0.000272702,407,0.333333333,3.179245283
PTTG1,0.000275862,457,0.333333333,3.200099305
PRMT1,0.000276014,476,0.333333333,3.201092354
SH2D1A,0.00026455,279,0.333333333,3.123138034
TXK,0.000269179,358,0.333333333,3.155412115
PMAIP1,0.000263852,256,0.333333333,3.11817279
NRIP1,0.000269906,362,0.333333333,3.160377358
TMEM194A,0.000272405,366,0.333333333,3.177259186
RBL1,0.000274952,509,0.5,3.194141013
RAD52,0.000265745,283,0.333333333,3.131578947
PIAS4,0.000258598,179,0.333333333,3.079940417
PIKFYVE,0.000273149,395,0.333333333,3.182224429
ING1,0.000270929,352,0.333333333,3.167328699
SMC4,0.000273149,425,0.333333333,3.182224429
STIL,0.000272554,445,0.333333333,3.178252234
MUC2,0.00025413,99,0.333333333,3.046176763
PAXIP1,0.000280112,503,0.333333333,3.227408143
PRKD3,0.000267308,309,0.333333333,3.142502483
NEK2,0.000279174,510,0.5,3.221449851
GSK3B,0.000276549,491,0.333333333,3.204568024
CD79B,0.000260417,234,0.333333333,3.093346574
CASP10,0.000257069,187,0.333333333,3.068520357
HNRNPA1,0.000261849,262,0.333333333,3.103773585
DDX17,0.000263089,261,0.333333333,3.112711023
RPS6KB1,0.000278707,512,0.333333333,3.218470705
CDT1,0.000274952,430,0.333333333,3.194141013
TNFSF12,0.000250376,78,0.333333333,3.016881827
RBBP7,0.000275862,457,0.5,3.200099305
NFKB1,0.000281849,596,0.333333333,3.238331678
TBXAS1,0.000258799,179,0.333333333,3.08142999
ETV4,0.00026137,220,0.5,3.100297915
ACIN1,0.000270929,360,0.333333333,3.167328699
POLA2,0.000271444,439,0.5,3.170804369
CDC7,0.000293686,769,0.333333333,3.309334657
HMGB2,0.000290276,730,0.5,3.289473684
CYTH2,0.000255951,129,0.333333333,3.060079444
PIP4K2B,0.00026001,194,0.333333333,3.090367428
PELP1,0.000258264,170,0.333333333,3.077457795
MCM4,0.000284495,607,0.333333333,3.254716981
ABL1,0.000283366,582,0.5,3.247765641
RAD51D,0.000251826,81,0.333333333,3.028301887
NUP205,0.000282247,519,0.333333333,3.2408143
SPAG5,0.000267809,341,0.333333333,3.145978153
PGF,0.00026001,196,0.333333333,3.090367428
UBE3A,0.000283768,564,0.333333333,3.250248262
WDHD1,0.000271739,419,0.5,3.172790467
RFC5,0.000275938,461,0.5,3.200595829
FCGR3A,0.00025641,141,0.333333333,3.063555114
RAD21,0.000286944,655,0.333333333,3.269612711
TRIP13,0.000281136,530,0.333333333,3.233862959
PDS5B,0.000266738,313,0.333333333,3.138530288
MCM5,0.00027933,562,0.333333333,3.2224429
ZBTB25,0.000265041,282,0.333333333,3.126613704
NDC80,0.000275558,504,0.333333333,3.198113208
CHUK,0.000283126,586,0.333333333,3.246276068
TFDP2,0.00026295,259,0.333333333,3.111717974
CDIPT,0.000259,178,0.333333333,3.082919563
CD19,0.000260688,217,0.333333333,3.095332671
STMN1,0.000267881,304,0.333333333,3.146474677
RPS6KA3,0.000266951,302,0.333333333,3.140019861
NUP50,0.000271297,384,0.5,3.169811321
IL3,0.000253936,105,0.333333333,3.04468719
PDE9A,0.000257136,148,0.333333333,3.069016882
PRKAB2,0.000256805,148,0.333333333,3.06653426
REV3L,0.000272183,372,0.333333333,3.175769613
NCOA2,0.000276778,499,0.333333333,3.206057597
NCOA6,0.000266099,291,0.333333333,3.134061569
UGCG,0.00026617,289,0.333333333,3.134558093
TRAIP,0.000265322,293,0.333333333,3.128599801
CHAF1A,0.000274424,448,0.333333333,3.190665343
CDK6,0.000278784,525,0.333333333,3.218967229
PI4KB,0.000271076,364,0.333333333,3.168321748
PRIM1,0.000286205,741,0.5,3.265143992
MARK2,0.00026617,294,0.333333333,3.134558093
CCR4,0.00025641,134,0.333333333,3.063555114
NUDT1,0.000271003,352,0.333333333,3.167825223
ESR2,0.000260213,209,0.333333333,3.091857001
IFNA1,0.000253293,91,0.333333333,3.039721946
KIF2C,0.000277546,533,0.5,3.21102284
PIK3C3,0.0002886,638,0.333333333,3.279543198
DUT,0.000290782,710,0.5,3.29245283
BAK1,0.000258933,187,0.333333333,3.082423039
TERF2IP,0.000274499,431,0.5,3.191161867
PIK3CG,0.000271076,409,0.333333333,3.168321748
THRB,0.000270124,354,0.333333333,3.161866931
PTGS2,0.000266099,301,0.333333333,3.134061569
CKS2,0.000287274,736,0.333333333,3.271598808
MCM7,0.000282805,727,0.5,3.24428997
NR1D2,0.000268745,336,0.333333333,3.152432969
JAK1,0.000280112,570,0.5,3.227408143
GADD45A,0.000262605,252,0.333333333,3.109235353
CCND3,0.000268528,366,0.333333333,3.150943396
IFI16,0.000268384,349,0.333333333,3.149950348
DNMT1,0.000287936,673,0.333333333,3.275571003
TROAP,0.000270124,360,0.5,3.161866931
JUN,0.00028885,723,0.333333333,3.281032771
SYF2,0.000260281,201,0.333333333,3.092353525
CDK9,0.000277162,493,0.333333333,3.208540218
ATG13,0.000254518,114,0.333333333,3.049155909
PIP4K2A,0.000275255,427,0.333333333,3.19612711
CKS1B,0.000276319,430,0.333333333,3.203078451
KIFC1,0.000266454,292,0.333333333,3.136544191
POLD3,0.00027533,437,0.333333333,3.196623635
RLF,0.000279408,503,0.333333333,3.222939424
MYBL2,0.000272257,420,0.333333333,3.176266137
CENPA,0.000280505,576,0.333333333,3.229890765
WHSC1,0.000278319,484,0.5,3.215988083
CCNB2,0.000273299,436,0.333333333,3.183217478
SMC3,0.000286533,639,0.333333333,3.267130089
INPP5D,0.000268025,353,0.333333333,3.147467726
PKN2,0.000281136,530,0.333333333,3.233862959
ATM*KDG*,0.000286697,643,0.5,3.268123138
REL,0.000269906,352,0.333333333,3.160377358
AURKB,0.000282885,615,0.5,3.244786495
NCAPD2,0.000275179,463,0.333333333,3.195630586
ICK,0.000265675,291,0.333333333,3.131082423
GABPB1,0.000265041,279,0.333333333,3.126613704
