gene name,Degree unDir,EigenVector unDir
GDF15,187,0.011805048
PTK2B,432,0.024054842
ELAVL1,487,0.033573949
CCNE1,324,0.022135245
EP300,686,0.035821779
RIPK1,390,0.019772157
TERF1,288,0.018513171
TP53I3,144,0.008359381
TK1,522,0.035561025
PDGFB,172,0.010273973
HRAS,313,0.017028787
TRIM22,337,0.017890681
STAT1,399,0.01925024
EI24,192,0.014354967
BARD1*KDG*,910,0.055198108
RARG,125,0.006716738
FOXO3,277,0.016154647
AKR1B1,178,0.012598762
TYMS,411,0.03297624
HIPK1,507,0.033831832
TFF1,78,0.003892803
XRCC3,190,0.011665666
RAD54L,436,0.03301062
SIVA1,130,0.011436272
NR2C2,396,0.025429585
SUMO1,627,0.039834198
EEF1E1,301,0.020376794
TPX2,584,0.040631143
NUP188,172,0.012419075
FADD,271,0.013998845
SUB1,127,0.010284077
TRIM28,658,0.039049837
CARM1,284,0.016389357
ABCC3,185,0.011463288
GSN,304,0.019252969
BAP1,243,0.013878907
PEG3,39,0.002297339
EEF1A2,268,0.017309536
PKMYT1,402,0.029779145
STK11*KDG*,452,0.024972033
AQP1,198,0.013057697
S100B,123,0.006962648
AR*KDG*,500,0.020156607
TRIM24,409,0.027549316
NUP133,432,0.029308657
PLK1,681,0.044140689
CCND1,314,0.017801308
APPBP2,161,0.010263814
GML,61,0.003274015
RCHY1,182,0.011768237
EBAG9,122,0.008336225
MAP4,256,0.016932976
VCAN,181,0.010833636
ALDH1A3,112,0.005382393
GINS1,594,0.040361663
PATZ1,206,0.013536897
LITAF,142,0.007672702
TYRP1,342,0.020882434
XIAP,307,0.018318839
ILK,401,0.024139161
PLEC,118,0.006887465
HMGN2,364,0.025249776
MYC,585,0.033398701
CCNG1,373,0.023163493
APCS,184,0.010731856
CASP8*KDG*,621,0.029855554
HOXB13,213,0.012089865
CDC45,449,0.031220408
MTOR,409,0.023165601
CASP9,216,0.012179732
ZWINT,857,0.051683418
BUB1B,702,0.044996324
KAT5,318,0.020349462
RNF4,662,0.041293421
SPC25,437,0.029983553
CLTC,405,0.024696936
CCNA2,738,0.044557887
UBE2D3,312,0.020519165
BAI1,107,0.005017748
RUNX2,106,0.00632257
MEN1,324,0.021067094
POLE2,453,0.033595024
TTK,793,0.05324529
SP1,587,0.032617312
BCL2L1,232,0.013018658
MDM4,511,0.03082239
NR0B1,90,0.004906432
NTHL1,236,0.015419088
GAMT,96,0.006227744
S100A7,67,0.003220247
INPP4A,233,0.015114719
NCAPH,398,0.032985699
CSNK2B,387,0.026241153
PRKAA1,379,0.023976064
AP3B1,338,0.021356959
MCM3,791,0.049328169
MADD,209,0.01041448
TAOK2,173,0.012009967
GATA3,484,0.02932018
CREB1,493,0.029383857
DYRK2,539,0.033473132
RELA,480,0.023580491
MELK,698,0.047288249
SMC2,630,0.040205958
SUMO2,674,0.042348967
TPT1,149,0.008848642
XRCC6,396,0.026290646
MSH6,472,0.034736117
SMAD3,414,0.022567524
AGAP2,166,0.009630246
SIK2,401,0.026490998
SMG1,530,0.033020174
IRF5,190,0.01109593
DEDD,134,0.007569018
CENPE,562,0.03858202
CDK1,843,0.049802841
PIK3C2A,409,0.024663572
CDK4,650,0.041059043
HIPK3,347,0.022017624
TP63,207,0.013067352
PLK4,589,0.038427638
DDX5,389,0.024409909
IKBKG,217,0.010802217
PIAS1,532,0.032497128
MCM6,669,0.043047574
RARB,211,0.012259549
BNIP3L,240,0.014980713
TNFSF10,272,0.013501777
EPB41L1,193,0.012000096
DHFR,433,0.032039915
STAT6,255,0.012219973
INPP4B,286,0.017625896
CEBPZ,415,0.027360051
LIG1,402,0.031381429
CHAF1B,408,0.029213556
PML,337,0.019873408
MAPKAPK5,343,0.02498585
CDKN2A,292,0.019797036
CDC6,764,0.044540611
XRCC4,361,0.025288139
KIF11,638,0.046729225
DLGAP5,465,0.038917558
KNTC1,452,0.033402566
MYB,351,0.022262555
TOPORS,393,0.024976366
NUFIP1,251,0.01796523
SERPINB5,103,0.005884441
HIC1,97,0.004975844
HSPA1A,205,0.012069975
KIF14,483,0.035388922
CD79A,286,0.013001294
FAIM3,212,0.01026869
RFC3,917,0.054780708
CASP1,292,0.012297021
AIF1,175,0.008474899
IGFBP3,184,0.010859669
FOLH1,286,0.017845059
GAPDH,374,0.02550596
WEE1,529,0.037629457
BIRC5,420,0.029933532
TRAT1,184,0.009976587
LCP1,371,0.022258956
CEBPA,415,0.023830784
KAT2B,366,0.019995528
MUC1,533,0.035962849
MAPK14,782,0.04308488
KIF23,560,0.041176037
TNFRSF10C,98,0.005255219
SPDEF,127,0.007267568
CAV1,295,0.015763017
OIP5,591,0.044357678
FDXR,184,0.010237084
POLA1,565,0.038299451
CD28,251,0.013342051
IFNB1,130,0.008078147
MCM2,650,0.044740226
ERG,385,0.025026339
EHMT2,253,0.016480285
REPS2,185,0.011528178
RPA2,478,0.029861846
CASP3,482,0.029539321
CTSD,180,0.009747308
SPP1,274,0.017182726
EPHB4,167,0.009577248
EXO1,451,0.034558837
FASLG,269,0.015207346
TAP1,181,0.009009781
ETS2,254,0.015097556
PIK3R1,802,0.03988459
TRIAP1,266,0.018192028
DAP3,222,0.014361497
RFC4,827,0.047542407
ZMIZ2,150,0.008699864
BBC3,123,0.006357804
PIP5K1A,363,0.024198206
CCNB1,772,0.045722073
MAP2K7,252,0.015419822
CDKN3,442,0.034389278
PCBP4,72,0.003318173
KIF20B,600,0.038674006
USF2,232,0.013680786
MLH3,118,0.007700821
FLNA,286,0.014313027
RRM2,364,0.030283022
GATA4,126,0.007663027
PAWR,200,0.0143614
CDC20,776,0.048639023
IKBKB,391,0.022461508
CCNF,291,0.022239134
MAD2L1,716,0.048149358
NCOA1,465,0.025238527
MBD4,213,0.015437538
MSH4,83,0.005050527
HSP90B1,150,0.009682663
AKT1,574,0.029526915
TIMELESS,314,0.025083012
GPX1,199,0.009502853
BTG2,166,0.009062072
HMGB1,583,0.03713074
BIRC3,451,0.022424583
MAP3K5,499,0.027548573
LMNB1,627,0.04119525
KIAA0101,572,0.040360566
TAF5,395,0.02955192
MED1,407,0.027275167
PTTG1,457,0.033254159
PRMT1,476,0.031563888
SH2D1A,279,0.015840194
TXK,358,0.020539886
PMAIP1,256,0.016211913
NRIP1,362,0.021771272
TMEM194A,366,0.031633938
RBL1,509,0.032444481
RAD52,283,0.018506277
PIAS4,179,0.010875526
PIKFYVE,395,0.023913816
ING1,352,0.024243899
SMC4,425,0.032136906
STIL,445,0.032074566
MUC2,99,0.006337707
PAXIP1,503,0.035574845
PRKD3,309,0.020294138
NEK2,510,0.036965779
GSK3B,491,0.030508525
CD79B,234,0.010797631
CASP10,187,0.007845676
HNRNPA1,262,0.01643371
DDX17,261,0.015619476
RPS6KB1,512,0.033350473
CDT1,430,0.032244488
TNFSF12,78,0.003395217
RBBP7,457,0.030840543
NFKB1,596,0.030249297
TBXAS1,179,0.009835117
ETV4,220,0.013785751
ACIN1,360,0.02190674
POLA2,439,0.029361603
CDC7,769,0.049724113
HMGB2,730,0.046725244
CYTH2,129,0.007519685
PIP4K2B,194,0.012176632
PELP1,170,0.010986983
MCM4,607,0.043216214
ABL1,582,0.033632181
RAD51D,81,0.005336143
NUP205,519,0.040342479
SPAG5,341,0.027188475
PGF,196,0.01143649
UBE3A,564,0.035423622
WDHD1,419,0.030477794
RFC5,461,0.034402924
FCGR3A,141,0.007754514
RAD21,655,0.043415145
TRIP13,530,0.039113042
PDS5B,313,0.021242664
MCM5,562,0.036187505
ZBTB25,282,0.016663046
NDC80,504,0.035275217
CHUK,586,0.035089969
TFDP2,259,0.018180912
CDIPT,178,0.010133302
CD19,217,0.010809303
STMN1,304,0.027180967
RPS6KA3,302,0.018555159
NUP50,384,0.028539892
IL3,105,0.005888718
PDE9A,148,0.009466922
PRKAB2,148,0.008704367
REV3L,372,0.023980404
NCOA2,499,0.028107062
NCOA6,291,0.018663274
UGCG,289,0.01797761
TRAIP,293,0.022316055
CHAF1A,448,0.033786755
CDK6,525,0.034369337
PI4KB,364,0.022307819
PRIM1,741,0.04476385
MARK2,294,0.01943342
CCR4,134,0.007911487
NUDT1,352,0.028503703
ESR2,209,0.011989726
IFNA1,91,0.004868426
KIF2C,533,0.036450708
PIK3C3,638,0.038444907
DUT,710,0.047798806
BAK1,187,0.01159876
TERF2IP,431,0.025828557
PIK3CG,409,0.022519397
THRB,354,0.022202401
PTGS2,301,0.017284639
CKS2,736,0.045510615
MCM7,727,0.0417338
NR1D2,336,0.020927104
JAK1,570,0.030180325
GADD45A,252,0.015380097
CCND3,366,0.02322651
IFI16,349,0.021019011
DNMT1,673,0.045560071
TROAP,360,0.027019093
JUN,723,0.036090336
SYF2,201,0.012595839
CDK9,493,0.02979551
ATG13,114,0.006174277
PIP4K2A,427,0.026995113
CKS1B,430,0.035981326
KIFC1,292,0.024430474
POLD3,437,0.032632584
RLF,503,0.031079723
MYBL2,420,0.030718016
CENPA,576,0.039439108
WHSC1,484,0.03559468
CCNB2,436,0.032740778
SMC3,639,0.041428041
INPP5D,353,0.016699643
PKN2,530,0.032694761
ATM*KDG*,643,0.034625094
REL,352,0.021001734
AURKB,615,0.041762636
NCAPD2,463,0.033540134
ICK,291,0.019622065
GABPB1,279,0.022452017
SMAD4,500,0.029603444
SNRK,461,0.029221598
SLC9A3R1,177,0.009931777
SCAF11,368,0.024298761
AGPS,382,0.027346723
TEP1,184,0.009993796
PIK3C2G,112,0.005815272
PIP5K1B,389,0.023523581
VRK1,893,0.054668496
PIK3CD,461,0.025052777
SGMS1,485,0.030329796
LEPR,180,0.011152884
E2F6,181,0.013981515
PPP2R2A,385,0.025658347
BUB1,480,0.036581396
POLE,267,0.021511279
FHL2,219,0.012569094
CTBP1,209,0.013388319
INPP5B,239,0.015094039
FEN1,561,0.040241473
RNASEH2A,378,0.031139755
ATF2,469,0.028231505
CRKL,369,0.022216735
TFAP2C,336,0.02208162
DNAJC7,121,0.008820792
IGBP1,207,0.013281565
PDK1,285,0.017995934
RARA,371,0.019774321
PIK3C2B,286,0.015504339
SYNJ2,119,0.007279033
NR3C1,510,0.027786144
IL3RA,140,0.006459999
TLK2,558,0.03641543
CASP6,342,0.021136315
CASP7,265,0.014520562
CD86,250,0.013277318
PTPN13,357,0.022557811
NF1,237,0.015065337
EIF4G2,252,0.016473224
ZMYM2,302,0.0208055
FCGR3B,77,0.002859382
CCNE2,301,0.024789095
CRADD,384,0.023854511
INSR,352,0.020731101
PPP1CA,356,0.021629262
DAXX,345,0.021460019
BIRC2,478,0.027013831
OCRL,232,0.014146792
RPS6KA5,389,0.024015198
CASP2,336,0.020760804
NKX3-1,157,0.008317292
KIF22,423,0.031951745
FGFBP1,125,0.006818417
OSBPL8,236,0.016148481
MAST3,162,0.010085904
CX3CL1,112,0.006570146
NFAT5,305,0.018965423
LYN,540,0.026547875
GTSE1,254,0.018944027
EIF4A1,436,0.027049762
TRIM23,326,0.020956128
PIP5K1C,167,0.008579471
DNA2,337,0.028603519
SYNJ1,277,0.017180372
SOCS5,302,0.018575361
PPP2R5E,430,0.028137879
SKP2,475,0.03235841
UBE2A,258,0.018100149
SOCS6,247,0.01564084
EIF4G3,350,0.020592332
TP53BP1,427,0.027915432
CENPF,586,0.040254841
EIF4EBP1,149,0.009159617
PNRC1,312,0.017970403
CDK8,541,0.035794206
MYCBP2,360,0.022268711
KAT6A,312,0.019703512
NFYA,274,0.020540485
BCR,298,0.017665471
DCK,556,0.037117836
TNIP1,214,0.011595607
POLE3,366,0.027060237
FRYL,198,0.012694809
PKN1,283,0.016463826
GTF2F1,271,0.014987539
UBXN7,327,0.021304672
SUPT5H,292,0.015658249
TCERG1,645,0.04512842
PAQR4,125,0.009967432
TGFA,320,0.019649586
BCL2,367,0.020747045
PRDM1,354,0.020536319
PRIM2,306,0.022801532
USP1,651,0.042952085
DBF4,593,0.037522715
HSP90AB1,281,0.018663371
EED,455,0.030846709
ORC2,542,0.035695462
TRAF1,255,0.011694659
FEZ1,141,0.008748617
EPHA2,234,0.013251525
CSE1L,645,0.044949366
FLI1,557,0.030748242
TRADD,222,0.010051454
MAP3K3,455,0.026484
JUNB,171,0.008207888
PKNOX1,169,0.011934914
ARHGAP11A,325,0.02672407
WIPF1,421,0.023420856
RFC2,413,0.027551094
TMEM106C,291,0.022947023
YTHDF3,279,0.018739951
ABI1,224,0.01431734
HDAC1,750,0.041892824
UBE2C,493,0.034256587
TRAPPC8,451,0.028868234
BTK,454,0.023511861
COPS6,194,0.012459485
TEX30,156,0.014820974
JUND,179,0.009562752
SIK1,310,0.02076354
DHCR24,172,0.011805415
RPP30,341,0.026047596
UBXN2B,135,0.01003198
POLR2B,730,0.04587957
BID,253,0.01633316
CDKN1A,464,0.02718371
KMT2A,423,0.025403693
RSBN1,364,0.022448445
PTN,250,0.016206646
KDM5A,185,0.012266409
TBP,371,0.023213075
IGF1R,455,0.027867793
BRSK2,240,0.016952926
C6orf62,162,0.011204874
CDKN1B,384,0.024197149
FAM208A,257,0.017926161
BIK,195,0.012741427
SP110,247,0.013904421
HSP90AA1,576,0.035673443
RB1,574,0.033110274
TYR,232,0.015431547
VAV1,383,0.018669568
LRRC37A3,73,0.004022954
CCNH,314,0.019295865
ATRX,289,0.018776942
CNTRL,276,0.018371327
SMARCE1,371,0.024023379
MAFK,154,0.008492042
RHEB,158,0.009454269
HDAC2,627,0.040731309
GADD45G,179,0.010108616
RRP7A,141,0.010987707
CUL2,394,0.025329622
FES,357,0.021307472
TNF,296,0.014937277
KIT,391,0.022251474
EGFR,641,0.035379043
KARS,345,0.022363453
ASF1A,298,0.021156248
CBFB,580,0.040587266
PIK3R2,313,0.014661136
CDC25B,363,0.02474896
DDX3X,251,0.016828741
TMPRSS2,229,0.013667251
ASH2L,349,0.024339944
NR5A2,262,0.017054934
RPL5,180,0.012069653
MRC1,128,0.00713912
MAP3K7,794,0.046498862
IRS4,141,0.008330765
RBBP6,358,0.023174648
ERCC5,444,0.026666427
TYK2,418,0.02263207
TP53BP2,423,0.026999109
RCOR1,371,0.025976254
RNF139,338,0.021070696
SRR,141,0.009777845
AKT3,364,0.022370536
DUSP5,235,0.013370815
RNASEH2B,472,0.032195857
EGR1,346,0.019078354
MBNL2,187,0.011339582
GAB1,311,0.015958761
APOBEC3G,168,0.009439764
MGEA5,233,0.015186757
SMARCD1,321,0.02116563
ZNF217,558,0.035498172
CD27,357,0.017404314
ELF1,397,0.024714128
PARP1,616,0.041276959
TFAP2A,171,0.010800075
ITGB3BP,589,0.039629266
AFP,155,0.009894654
SMCHD1,230,0.016999653
RECQL5,156,0.009746128
SUZ12,486,0.035362607
NPC1,111,0.006697851
AKAP8L,219,0.012953841
KIN,265,0.018898935
SMC1A,358,0.027504784
UPF1,254,0.016027314
MS4A1,358,0.018357723
MED13,285,0.018201901
KLKB1,103,0.005105105
AATF,457,0.031208938
CUL5,390,0.024816082
DNAJC9,432,0.036072223
SCAMP1,194,0.014087575
E2F3,440,0.031315134
ACAP2,413,0.026570161
BCL3,232,0.012479785
HMGA1,376,0.025022017
DDX11,245,0.018604525
SRSF10,359,0.02680038
UBE4B,246,0.015813744
UTP18,330,0.024979172
H2AFZ,726,0.045955914
MORC3,381,0.025443514
NPEPPS,201,0.013592887
CDKN2C,316,0.02412724
ACTL6A,757,0.046864809
IL5,178,0.010963309
RASA2,385,0.023634961
BHLHE40,408,0.024501019
CBX1,381,0.02852894
KRAS,338,0.022020625
GAB2,477,0.024996042
OXSR1,436,0.029329252
ACACB,184,0.011770899
TRIM33,382,0.024810391
MAP2K2,326,0.019527828
ZNF136,285,0.017127008
ASXL1,283,0.018180304
P2RX4,222,0.01391769
EGF,222,0.011925084
MSX1,297,0.020715676
BLMH,488,0.034081829
NFYB,289,0.022965537
ORC1,455,0.03081637
NR0B2,164,0.008676204
GAPVD1,336,0.023203193
TCF4,582,0.035413559
DDIT4,185,0.01083813
IL7,361,0.020399869
KMT2D,104,0.005606836
HAUS5,144,0.011518316
KMT2B,153,0.007878082
RRAS2,395,0.025463553
TMEM97,198,0.017306574
ADNP,509,0.032847999
MED13L,355,0.02253549
PVRL3,266,0.016032888
IQGAP1,394,0.023997799
HIRIP3,208,0.017528387
ADD3,406,0.025160214
ACACA,305,0.020720957
PAPD7,394,0.02600291
WBP4,245,0.016095239
POLD1,430,0.028988507
SLK,272,0.018373275
AIM2,227,0.011327502
ERCC3,385,0.025728225
NFATC3,255,0.015797299
TMPO,608,0.043278904
ACTR2,384,0.024409733
KIAA0922,361,0.023559878
KDM6A,169,0.011062067
PRPF4B,395,0.027910115
SUGP2,196,0.011074807
INPP5E,178,0.009762228
ELK1,195,0.012335912
SETDB1,380,0.02343821
SOS1,513,0.029353052
IRF2,581,0.033947511
ATN1,98,0.006049698
TNFRSF10D,128,0.007248942
BAX,318,0.01969852
PLCE1,82,0.003942795
RAD17,253,0.016619678
FLT1,375,0.022699986
TRIO,401,0.024410552
TRDMT1,178,0.013589221
EFCAB14,251,0.015609235
PDPK1,437,0.025747641
CSK,445,0.024445831
CHD3,308,0.018747612
IRS1,371,0.020632172
TRAF6,343,0.018663526
PIGR,174,0.009355908
POU2AF1,367,0.021816283
TNFRSF1A,409,0.019932179
CEP135,207,0.015297987
VIM,398,0.023140175
DENND4A,211,0.014009311
GABPA,372,0.024814335
NR5A1,132,0.006780726
NELFB,259,0.015446099
NFATC2IP,260,0.017781633
CDC34,105,0.005851439
SRF,174,0.009781762
ZC3H13,248,0.016269979
MTAP,247,0.018109377
SEPT11,417,0.028256131
GADD45B,171,0.00924592
MAP4K2,266,0.016319688
TP53TG5,21,9.26E-04
ADSS,349,0.025394597
RASA1,499,0.027330828
CD2,284,0.013124701
RBL2,402,0.024908155
DHX8,360,0.023393454
PKM,265,0.017306148
LPAR2,172,0.011045078
EPS15,623,0.03677918
STAT3,572,0.027333686
PRKAG1,253,0.015416405
DDX52,209,0.015392857
NIPBL,441,0.027868159
CSTF3,459,0.031187623
CEP152,328,0.023485055
CTNNAL1,337,0.025945579
IL1R1,199,0.008877515
RAD1,265,0.020025436
PPM1A,307,0.019729698
PLCB3,169,0.009570187
EPCAM,190,0.011917726
SLBP,587,0.044064899
COQ7,239,0.017990404
BAZ1B,353,0.023590332
ZHX2,444,0.027674411
CD40,355,0.019913655
SUPT20H,157,0.010010743
MAP4K4,577,0.035778165
GFRA1,467,0.030555172
SMARCA4,466,0.030268537
MTMR4,224,0.014632915
SUPT4H1,185,0.011977777
HDAC3,336,0.020189714
TELO2,216,0.012490926
RASSF1,122,0.006484486
CALR,136,0.008495342
LNPEP,368,0.023385256
SMARCC1,500,0.031313486
VLDLR,247,0.01583928
SMARCA2,567,0.035850171
SMARCD2,215,0.013999614
ZNF510,152,0.00909343
TAF4,264,0.019896724
JMJD1C,206,0.013507027
WNK1,516,0.033206949
ERBB3,331,0.018883315
SETD1A,167,0.008871185
GTF2H1,307,0.020143016
CDC40,322,0.020798305
MSH3,192,0.013710824
UVRAG,522,0.030207075
PSEN1,227,0.012839053
TGIF1,174,0.010371734
GRB2,568,0.026044421
APAF1,351,0.022022428
SMPD1,220,0.01370685
DEK,641,0.043885949
MLXIP,108,0.00613072
PTPN6,408,0.016764674
YAF2,208,0.013929306
ORC3,354,0.024512221
NRF1,265,0.018008183
NCAPD3,377,0.02968362
DNAJA3,239,0.015554731
STK4,464,0.028388472
TLK1,381,0.025830957
HIF1A,387,0.021968329
ARIH2,277,0.01749792
PLCG2,458,0.022426948
TOR1A,217,0.01434712
ZNF148,186,0.0116696
CSF2,126,0.007186138
CIT,518,0.036407122
RELN,352,0.020929965
PTPRC,463,0.026024028
PARP4,228,0.015396504
FBL,554,0.034129184
RNF8,212,0.014089832
ESRRA,111,0.00589968
RFXAP,365,0.025864786
SLC29A1,273,0.020435396
DGKA,282,0.01462304
NR1H3,181,0.009411475
PJA2,391,0.022671328
DTYMK,281,0.023701184
FGFR1OP,254,0.017788533
IL1A,242,0.015272662
LIG3,345,0.025060939
PKIA,239,0.015055201
GRB14,292,0.018199654
C12orf29,163,0.01229092
PAK2,459,0.03109935
RAB28,262,0.01859801
MPHOSPH9,393,0.02927233
HELZ,292,0.018067224
ING3,251,0.017296999
SMIM8,102,0.006577615
CDC5L,331,0.023085885
RANBP9,270,0.018549011
FEM1B,288,0.018920814
MAP4K1,359,0.019072547
KPNA5,235,0.014522687
KPNA2,472,0.036695138
BAZ1A,463,0.031009488
CRK,366,0.020486968
APP,699,0.040390115
KPNA3,370,0.024158605
ATF6,231,0.014821148
EIF4E,487,0.031754278
SLC43A1,145,0.00998159
LIF,156,0.007577311
CENPI,258,0.018869773
YWHAB,415,0.024194116
GART,496,0.034987913
ACYP1,356,0.025851233
SOX4,356,0.024633977
TPR,308,0.022115466
HMGN1,353,0.027731356
NR2C1,267,0.016593671
PDCD4,403,0.02476844
RBM38,275,0.016957576
NGFR,360,0.020510199
IL2RG,369,0.016560799
CKAP5,404,0.030105439
TARBP1,279,0.018361446
RUNX1,564,0.034389748
TTLL12,160,0.010770534
SIAH1,420,0.028266436
DCP2,264,0.018866661
CDK13,346,0.024416602
ICOS,377,0.022996968
KIAA1033,315,0.020901036
SH2B2,206,0.010801291
XPO1,785,0.049098759
CYLD,145,0.008051187
CLP1,293,0.019010298
S1PR1,160,0.008579175
MS4A2,124,0.007052566
PTGS1,263,0.016806968
BLK,378,0.020828625
EIF2AK1,221,0.016655987
H3F3B,247,0.015898162
ANAPC10,346,0.02413223
NASP,351,0.030320549
CCNT1,322,0.02167751
PUM2,492,0.031162812
E2F5,331,0.021495809
RAB2A,280,0.018707029
PSEN2,223,0.013218797
GPD2,225,0.014049901
TWIST1,171,0.010299525
PRPF18,296,0.020254487
WDR77,439,0.029301323
SENP6,336,0.021465099
SLC25A4,199,0.012730587
CUL4A,289,0.019237649
AGTPBP1,91,0.006220912
LCK,415,0.020708336
IL1B,192,0.009392113
IL4R,276,0.013655936
CD80,180,0.010627208
LY9,188,0.010006508
ACD,243,0.0152004
CELF1,302,0.020487178
STAU2,357,0.026394729
LEP,165,0.00815944
IL5RA,160,0.009369604
BCL2L11,222,0.014604078
SHC1,365,0.015382778
NCL,420,0.028214848
NHP2L1,176,0.01219623
RBBP4,690,0.043179052
APEX1,495,0.03230085
CTNNB1,748,0.041600028
GLE1,392,0.026394167
STAG2,368,0.02380247
PPP2R2B,310,0.018718954
UBR2,370,0.024927692
POLR3F,253,0.017199632
ECD,168,0.01280799
SP100,262,0.015436075
USP13,409,0.026673504
CD96,169,0.008517555
AKAP5,138,0.008083536
SHB,103,0.004796552
ENTPD4,234,0.014529002
RANBP2,429,0.028016822
GH1,102,0.005080427
SRC,452,0.023103757
AKAP10,408,0.027737032
IRS2,448,0.025840585
CBLB,318,0.017718757
AHR,467,0.026595621
PPM1B,291,0.019992922
GRK6,322,0.020550924
PDE3B,154,0.010821106
NPAT,276,0.018749503
KHDRBS1,399,0.029371771
AC004381.6,220,0.016944862
MNAT1,347,0.025297921
GPATCH8,276,0.01772417
TRRAP,495,0.031507851
ITGAV,288,0.015944789
AKT2,385,0.02415256
NRAS,488,0.030511217
TOP1,673,0.043365554
ZNF253,149,0.009511202
SPOP,232,0.013949731
FLT3,244,0.015042613
ZNF264,213,0.012624515
CCT4,422,0.027825595
EYA1,284,0.018934561
THOC1,406,0.029664956
PSMD11,320,0.022474846
DHX15,717,0.046670216
HIVEP1,414,0.025437485
CTPS1,440,0.03345483
SHOC2,411,0.0252131
TPGS2,268,0.021257989
EIF3A,292,0.020430761
TFRC,350,0.024636093
PTPN7,322,0.018932416
TAOK3,358,0.024121179
CD72,180,0.008127779
ITGB1BP1,194,0.014096483
ITGA2B,151,0.009741929
MFN1,242,0.015244677
CCNT2,425,0.026687867
TFDP1,451,0.031566878
C10orf137,287,0.020256407
IGF1,194,0.011780832
SMAD1,479,0.028618504
ZNF131,205,0.015016391
BLCAP,246,0.014757064
CLCA1,79,0.00492451
OSER1,213,0.013938108
NPTN,275,0.016816771
