gene name,Betweenness unDir,Stress unDir
IL5RA,516.5478452,18876
BCL2L11,817.698722,34168
SHC1,2134.301654,65548
NCL,1986.926673,97068
NHP2L1,463.0598203,19960
RBBP4,4589.54032,224426
APEX1,3191.861864,138510
CTNNB1,7674.820349,307798
GLE1,2429.06113,102754
STAG2,2401.731002,108466
PPP2R2B,2019.326193,69000
UBR2,2147.04359,99858
POLR3F,1188.85796,51062
ECD,406.060838,19900
SP100,1343.005707,50512
USP13,2695.198509,111592
CD96,575.5111238,19096
AKAP5,625.4625871,20260
SHB,242.3549649,7096
ENTPD4,1094.67878,42136
RANBP2,2767.101146,121410
GH1,381.1027621,11868
SRC,3639.358388,174752
AKAP10,2556.389002,115092
IRS2,3993.025972,145070
CBLB,1676.034484,64776
AHR,3714.270395,142302
PPM1B,1308.973946,63620
GRK6,1880.780851,74892
PDE3B,464.745818,18218
NPAT,1255.733992,54670
KHDRBS1,1660.235696,93472
AC004381.6,1184.333616,59672
MNAT1,1829.707029,83212
GPATCH8,1464.406263,59622
TRRAP,3564.93575,152748
ITGAV,1367.232483,55066
AKT2,1966.151991,90010
NRAS,3518.284258,155230
TOP1,6624.828573,287690
ZNF253,562.5576969,20396
SPOP,1119.875908,41054
FLT3,973.952002,39882
ZNF264,1280.25872,43056
CCT4,2570.258001,113446
EYA1,1506.170631,61422
THOC1,2336.346407,110086
PSMD11,1358.223755,64794
DHX15,6304.815655,304456
HIVEP1,2938.361399,118450
CTPS1,2315.27407,120882
SHOC2,3205.573126,126158
TPGS2,1213.846767,53422
EIF3A,1072.632106,55942
TFRC,1983.735726,85660
PTPN7,1849.274912,69582
TAOK3,1866.616426,86110
CD72,480.3957895,16848
ITGB1BP1,647.3092317,27670
ITGA2B,544.729804,24014
MFN1,1399.047466,47982
CCNT2,2599.631939,119924
TFDP1,2601.74,117002
C10orf137,1358.076364,59494
IGF1,812.8948106,29194
SMAD1,3989.720715,153054
ZNF131,639.8415021,29686
BLCAP,1626.9383,51372
CLCA1,174.3689337,5504
OSER1,842.6650291,35572
NPTN,1448.049377,55790
NME1,2251.389908,94576
MIOS,547.0813006,25978
MAP4K5,1789.54313,83588
TGFBRAP1,663.6858353,28408
RAN,2356.67231,112842
DHX9,2802.254468,147346
FER,3434.512152,142980
LYST,1745.896509,63462
DUSP1,1431.92265,47314
PPARG,2223.673,81056
ETS1,1200.468549,43498
DAPK3,466.9655143,17632
CCDC130,1338.811418,44486
ADIPOQ,1483.63383,47124
CSNK2A1,7437.732567,368516
WDR62,831.8166318,27458
THPO,269.0407793,7020
ILF2,4630.366771,224132
PLCB4,3400.181318,126356
RPL39L,803.0458327,41006
CTNND1,1063.653452,42596
TXNRD1,1112.152239,51312
BTRC,1856.982663,77432
MAPK8,2200.401723,87160
TANK,2175.042816,90300
PTBP1,2177.100667,101702
IL23A,269.0902164,8136
NFYC,1049.693336,43652
ARHGAP5,576.7713063,23550
YTHDC2,1782.597736,87468
TBX2,167.2729418,6360
ZNF652,1352.13894,49280
ITGA4,2997.298946,112836
MAPK1,5010.17774,216908
B3GALT5,330.3736247,9216
NOLC1,3336.368209,162610
PPP1R16B,2647.462304,90300
BPHL,345.100485,9836
POLR2D,1896.178116,93482
FABP5,1754.25187,74648
NFATC4,306.1663066,10024
RNMT,967.6963916,45150
USP12,2773.416486,117496
GGCT,931.9956833,42446
UBE2D1,1791.387127,70322
ARIH1,2710.273975,113242
RFC1,1505.019891,75314
CR2,851.0460566,33986
CCNA1,1482.444823,56540
CSF2RA,234.0078522,8022
IL4,612.0337872,21664
FOXJ3,959.6271047,50202
IMPA1,1005.421286,43706
EXOSC9,2098.259874,114404
HBP1,1705.356373,73498
CSNK2A2,3581.5117,149650
FCER1A,841.7088582,32276
C18orf25,1372.230151,61548
P2RX1,286.7464108,8422
GIT2,1744.389715,78108
BUB3,2026.681119,105926
TSC22D2,1376.437386,61252
IFNAR2,3017.578323,115490
RRN3,1818.128693,81112
CDC14B,285.7971909,8956
HSF2,1771.748933,87636
VAV2,2377.09886,87814
TOP3A,1024.324996,36940
SSRP1,2914.369423,143702
EXOSC8,1999.479425,97494
C6orf120,111.1003695,5300
SYK,5426.645939,222346
ANKRD17,3284.028694,145532
SET,5633.767116,288592
NUP153,3909.793556,196564
ATIC,6709.562905,293634
CD22,564.5164132,17912
DDX39A,2943.117437,136994
ALMS1,1910.54752,90548
MED21,1000.044568,41578
SAP18,1100.430511,49664
PLAGL2,812.217932,35840
CDK7,4243.077695,184682
CDKN2D,869.3153228,29782
RAC2,1513.236194,50962
ZNF91,708.8387498,27050
TUBGCP3,1004.201089,53890
COA1,738.0994494,29414
ARNT,2241.385246,86002
LPIN1,1172.342357,51672
TBC1D31,1226.057175,58650
IMPDH1,863.6313738,33178
SIK3,5500.711065,227272
CHMP2B,1989.619007,90800
FXR1,1216.83353,50654
CEP350,2007.567427,84228
NUMA1,753.6683558,24630
STK38,2362.046531,96278
KPNB1,3141.099488,148882
BTAF1,3600.762734,148488
SPEN,2223.17,100034
LTN1,1143.234028,53098
PFKM,1451.242248,53260
SETX,1037.567848,41522
PIAS3,521.4783135,17562
RCN2,1870.665089,79322
TRIM32,2706.240584,113630
PASK,1247.372675,54406
FASTKD2,1086.178385,51356
RCC1,4169.43,178866
PRKCB,2212.207752,86516
LBR,5886.355206,269880
ESRRB,754.290182,26432
NUP155,2296.991613,116220
PRPF4,1244.987394,56610
EREG,259.2559765,10080
PRPF40A,987.8778975,51890
ANKRD40,505.0587856,18566
ARHGAP4,1383.014251,44942
C1orf21,1934.302201,82622
PAX2,1088.215869,38722
IFNGR1,1503.872558,58102
TCF3,2439.37368,100278
ZBTB6,1514.028171,63868
U2SURP,354.2258194,20090
FMR1,1606.704015,66656
RCBTB2,575.1134722,21386
LPXN,2883.403958,111724
CAND1,7948.552598,348112
PUM1,4016.414045,164976
ABCB1,1465.421194,54304
EXOSC2,1643.773032,91064
CBX3,2156.104837,127294
SCAI,500.3326845,16928
IL6ST,1397.617917,57000
EML3,543.19106,16678
TNFRSF25,1420.697964,47668
NR1H2,1450.236575,48676
RSRC2,1689.981608,79148
UBE2V2,3866.948521,169252
DZIP3,1165.006002,44936
BRPF1,1691.1749,65754
CSTF2,1003.951469,45218
DUSP6,1404.808482,50688
PLAU,340.3464453,10328
ZNF274,903.898344,30816
RAPGEF1,5568.732527,202380
RELB,1534.302845,47516
AMT,451.0955454,11682
SNTB2,643.3409668,20416
SNRPA1,2365.4,116656
TOP2B,3465.850602,167104
ZNF324,773.1062433,20798
ZNF85,558.5778619,23200
ZW10,1039.58932,57088
BDNF,213.0077649,7602
MED6,1209.417663,55506
RUVBL1,1213.454822,62052
CD70,1341.282093,42974
TOE1,641.8442858,28980
PRDM2,2261.359599,85616
UPF2,3178.111539,140486
DAAM1,3555.40069,148582
SMS,2360.913977,104350
PPP1R2,695.6027076,29658
MMACHC,1771.240709,66754
YME1L1,1046.41367,49948
YTHDC1,929.734289,44048
HMGXB4,1292.11,71082
EFNA1,243.3997476,7776
FCHSD2,2587.597581,102238
CAMLG,1092.721384,44676
HNRNPA2B1,4578.420005,228206
CBX5,3457.939586,163218
ZNF804A,728.0758644,28676
NCKAP1L,2001.878678,67508
LARP4,412.64291,21424
SETBP1,6022.193487,244298
SAP30,656.8567138,36522
PPP1CC,5874.132975,276226
QKI,3224.029746,139588
CUL9,802.8266485,21408
RHOH,1978.573389,78572
GOSR1,1079.073168,45494
C2CD5,3103.8538,131198
DDX10,1506.61505,69230
PABPC4,2702.457685,100862
SLC33A1,508.0523661,16938
MRAS,866.220774,27372
IPO13,1422.391375,37956
PPP1R7,963.5426196,35790
PRKCZ,1638.37507,60444
ARFGEF1,1325.588424,65036
ADAM17,971.0566139,44354
TACR2,1287.546348,50330
DKK1,232.9806199,9966
PHF3,4982.77298,209882
USP33,1123.496695,52850
MX2,297.3569626,10700
NUP160,2056.082571,101738
ARHGEF1,2268.794511,71458
PTK2,3649.106272,158348
CBL,4113.18,153144
SPRY2,1698.97655,62048
ASNS,538.8040361,24712
SLC25A40,983.1150543,42228
PXN,1118.066777,42170
CUL1,2735.788903,117344
DLG3,273.4251162,9186
ZNF24,533.7965588,18938
ZNF292,661.4578988,28682
CNOT4,1332.083656,51054
COPS5,4428.44488,192704
GNB2L1,1532.072414,85352
MGAT3,580.635148,17246
ZBTB11,1789.391969,81840
HIST1H1E,471.5633358,18580
PPIG,1127.978167,56208
MICU2,2035.548614,84092
PPP2CA,6668.571162,308408
FNBP4,2277.431978,91742
UBE2H,1490.616165,64446
ACTN4,3024.607137,107702
PTPN22,1092.448259,47004
EIF4G1,1278.881496,52010
EIF1B,1436.219944,57854
SUCLA2,1750.468144,75902
IL12B,1183.215542,39334
SF3B1,4262.522283,186742
ZBED4,539.0251811,24866
STAT5A,2711.801491,95350
WDR82,3278.23739,135086
IL2RB,1667.989344,59192
ANGPT1,659.7942135,28788
SNAI2,1058.403241,36722
PMS1,1421.03865,71252
MARCH7,3257.440939,154940
LPIN2,1002.01659,40392
IFNG,2442.610081,90402
IRF1,2429.205175,90408
HMGN3,1778.191165,75320
ARPP19,488.1975379,23374
MFHAS1,1229.086981,48216
NCOR2,4939.777571,190558
FBXO21,1096.899725,48372
VPS8,1426.740048,56254
PCF11,2774.57,121984
SMARCA5,3305.984564,157798
STK17A,1527.322654,68998
PDCD10,2452.107422,101482
ZNF124,573.9042071,27790
ALOX5,3261.647702,125254
ANGPT2,435.3104201,16886
TCF7,991.6317774,39718
BICD2,933.6116053,44614
MTF1,781.0098531,27600
MCL1,1898.786301,73812
CTBP2,2407.770438,85956
ZNF195,1620.414244,65094
VEGFC,3654.379875,130708
KAT2A,2435.720815,86652
XPC,1635.949719,50508
CHERP,525.2570203,21310
NDRG1,1479.876346,49480
ID3,1064.485905,37076
RPLP0,1083.984866,43366
U2AF2,600.1415312,26144
USP24,459.0615924,22260
DDX3Y,223.2936087,8770
BRAF,2534.41137,105972
KPNA4,2075.537312,87038
PES1,610.8794559,27284
TEK,1735.901556,63120
FMNL1,1681.271133,57738
ZFYVE16,477.2961805,19978
CUL3,3883.162292,160780
ROCK2,1728.402931,75658
SMC5,645.6366555,34320
DCAF7,798.3461064,36848
JAK2,2388.591656,85284
NLRP1,2228.4221,76924
KCNA4,363.010727,10826
RAP1B,3636.953794,155528
EIF4H,2053.719458,86376
COX5B,473.2377313,15728
AHCTF1,948.0462233,44264
PFAS,1114.462941,57508
PARP2,1584.733407,74828
GUCY1A3,193.3146976,6790
SEPT2,497.7470723,18772
YWHAQ,2368.396513,115900
ADNP2,1347.501732,70794
LIMS1,991.4446957,36382
ZNF273,1025.57604,44434
ADAR,4161.081675,168004
TRIM13,1083.71448,48800
E2F2,2216.776001,98072
TIAM1,4437.276455,185922
ABCE1,1998.599552,98658
SMAD2,3102.544986,132870
NBR1,556.5684452,20254
PCYT1A,694.4786921,27652
PNPLA6,704.7180754,18572
EIF2AK2,1257.834406,52892
VDR,980.7012628,36808
KRT12,239.2225478,9870
KPNA1,1615.684707,75258
IRF8,2905.6217,102522
SHANK2,964.8371593,35774
CDC27,2820.397381,137380
SHMT2,779.3769447,37452
ARAF,2448.561816,79930
STAT2,1581.730697,53866
FBXL4,1230.252867,48874
TAF6L,168.2774854,5190
NKTR,1919.432679,81364
ZNF143,1902.536984,81454
NAT6,107.4870878,3058
HIST1H2BD,261.945719,9964
UBTF,1344.12712,56284
DOCK1,197.1241424,7512
SLC23A2,436.0250781,15188
AKIRIN2,1183.738927,46114
NFIB,5517.154847,232842
USP8,1625.687124,69988
IFNA4,963.6745114,17910
SUMO4,528.0230586,22954
BTN2A1,505.296708,19022
HOXD3,129.3677212,3180
CDC42EP3,952.4081958,40374
MTF2,2960.556267,134460
SUMO3,513.7549572,21618
CD55,2851.885676,129514
ZBTB7A,369.801005,11420
HBEGF,405.8999566,13872
TERT,664.1118828,26244
SPON1,89.64940018,2490
PTPN1,1771.351569,66364
CHMP1A,978.2448068,28044
SECISBP2L,2125.113965,83306
SNW1,3231.570394,159848
HUS1,792.3752207,34720
TXN,2744.471561,115226
PSMB2,621.0751661,30118
CDK19,2617.452582,118178
BCAS2,1486.756314,61712
SLC31A1,809.3327739,31730
SMARCB1,1327.388091,60372
PSMD14,2449.914267,110864
RANBP1,741.5273319,47952
IL10RA,1593.299491,56962
WDR43,545.5587814,28796
TTBK2,665.7339768,28722
PLCH1,917.5165669,31606
BLNK,2057.629459,75068
NLE1,528.5636082,22688
RBM6,1497.665329,53360
GTF2H3,3129.12172,127670
RALGAPA1,1616.078384,70796
ANP32E,1683.057561,91530
FAM175B,900.3083244,38828
ZNF117,728.0066017,27472
P2RY10,643.9248458,20488
MYBL1,804.1336695,29628
IGFBP5,660.4605321,24602
AZI1,590.1609761,23938
AKAP11,2779.26168,119982
PPP1R8,3381.42,147462
SPIB,1049.565747,37174
SLC25A36,1716.960071,78154
SMAD5,666.4324297,29740
GATA2,231.8258391,9888
JAK3,2193.404731,91022
INPPL1,1343.504766,40568
NREP,1915.489018,86628
STARD7,1962.044458,84948
KEL,615.0024845,17320
COPS8,3099.632974,136758
HK2,667.6810157,23956
PANK3,938.2687688,45972
UFL1,1872.172251,79166
ULK2,676.2216341,25164
MPV17,1730.301322,62068
AIMP2,2314.834232,100312
ACBD3,822.2179211,34760
ITK,981.2741983,37864
NAIP,380.9259398,10476
PCMTD2,813.7472413,33678
SRSF11,3696.989053,161948
HNRNPD,5930.04078,254046
TCP1,744.8228386,41594
ANKRD26,1225.218273,46438
GSS,1098.598386,42292
EDN2,1893.611219,63072
OPTN,686.6129884,21934
BDKRB2,122.9078102,2876
TRMU,170.1103031,5186
UTRN,498.6535372,17304
DCTN6,3600.214473,135422
ENC1,1299.322043,50280
LMO4,2013.458166,78452
RAB11FIP2,2889.114159,125830
SACM1L,2473.132532,105108
SEC62,1635.061824,68740
DNM2,941.0203052,29052
CHD2,1957.427983,75432
STAG1,4082.78991,189980
MAST1,653.6562615,22134
GRIN1,111.2868159,4734
ATP2B1,2948.359274,115946
NUP62,1600.362081,81926
GRAP,332.1110258,10482
CCR3,1318.217018,49226
ITGB3,1118.855591,42320
SART3,994.8089983,53190
PLCB1,5141.199269,189764
TONSL,594.6174185,16046
AP4M1,428.600264,14384
GCM1,295.3265509,7994
ARID3A,306.9466975,8740
RXRB,866.170601,26026
ARHGDIB,1776.756992,68990
XRCC1,2192.46064,90030
KRR1,668.5629957,30732
SNRNP200,1693.515348,77164
MAPK7,3934.148608,148890
ENO1,1276.323209,56082
NME4,399.8270688,15368
HCFC1,1138.619268,54668
LYL1,1220.090509,34922
RIF1,1000.335179,45278
MAP2K4,3719.790324,163344
TAB2,1670.463378,70830
MAP2K3,1570.952232,63442
TIPARP,2165.507072,81470
HDAC4,946.9045493,39222
DDX21,2740.605343,120598
FCER1G,1530.23,51218
MAP3K1,2298.612625,96008
IL2RA,1328.778162,58052
CBR4,1081.145906,41132
CTCF,5703.593141,252856
VEGFB,437.0640282,13750
ARHGAP25,911.1093388,34540
PSMA4,2060.113547,98036
DKC1,2336.495634,118100
SWAP70,940.0231431,34058
POLG2,1371.65,65468
DR1,2045.572232,102810
RNF2,1839.766588,72730
IPO5,3028.555903,137388
PPP4R1,576.2459037,25470
AFF1,5029.291653,213230
REST,1072.436799,43700
IRF3,3632.886175,111804
ZC3HAV1,1457.854643,57636
ACOT7,326.4120386,13818
SH2B1,803.3804272,23680
CPSF6,2054.09017,103408
RAB22A,359.1938959,13326
CEBPG,1790.218778,72444
KDM4B,470.7745411,15320
NSL1,690.8763294,31252
TBC1D5,3057.882769,126736
MAX,1569.270568,64130
SLC20A1,3438.996104,144306
CCND2,2381.544962,87264
COL18A1,1498.064112,59650
SPAG1,377.9388809,14318
LMNB2,2248.112633,102632
RNF126,365.5462786,14008
TTI1,2832.466986,120930
U2AF1,1299.253662,64072
GTF3A,606.8292053,25582
ZNF268,604.1642366,20072
ANGEL1,121.4227264,3494
TTF2,2276.482444,112032
MIF,506.5357541,21848
PPP4C,2637.230366,98470
MFNG,575.3523669,20694
SGTA,1142.211872,39682
CCL4,371.5796398,13222
ZFR,1400.065378,63780
SREBF1,560.5964654,17660
PRPS2,1599.829054,77092
HN1L,796.6473279,35694
SP2,755.0205041,29792
PPM1G,4211.94453,168150
GCFC2,1668.464874,72450
IL15,2232.716631,90456
CYP19A1,4928.797415,178912
ATAD2B,869.0014898,41136
PCDH17,1975.023454,78574
RHOA,2272.59,94728
BCL10,973.1851831,37406
PRKCA,3106.410584,123536
HSPA8,1150.716995,55578
FGF13,490.2356967,18310
TRIB2,2174.8907,95496
ADSL,4003.845999,179302
POU2F2,976.6995889,32620
ST6GAL1,662.5139032,24464
MYH9,2402.474989,93686
PTPN4,1746.635186,68198
HIST1H2AI,138.2149332,5612
REPS1,1464.638021,57406
RP2,695.3496272,30438
SLC1A5,720.6520004,25064
ZYX,632.4848868,21642
SNRPF,2036.637851,101866
PAX5,1041.804626,39318
TAF1,959.4224902,40350
KLHL20,403.3089765,16408
GTF2B,2439.78428,98268
CCT8,834.1430814,44722
RPL11,2008.582479,73366
CLTCL1,1054.945218,26626
DDHD2,972.4758011,37054
PIAS2,1998.243596,80476
YWHAZ,2382.957396,105118
YY1,1147.31069,59878
PCK1,2055.41,73204
HSPH1,2433.028921,105334
RXRG,1059.209423,40158
TCF12,2889.411255,121588
ZNF345,1545.4466,53098
PRKD2,1368.665852,46200
DDX42,856.0602244,41976
CFHR4,155.028386,4034
GRM3,385.3063124,13056
KLK3,727.0742039,24732
RNF44,1301.39976,45230
GTF2F2,2728.413293,127290
EFNB2,1257.509545,47942
CSNK1G2,3621.68928,140514
FAM179B,1520.633532,67126
RIPK2,1384.740643,58706
FARS2,2431.624419,102846
MFAP1,1201.475955,54884
CCR6,1294.530524,43882
SCCPDH,681.9784893,24546
PRKAR1A,2262.102443,101936
ALG13,1148.031125,49226
ICAM5,490.9794012,15282
MPHOSPH8,1048.161929,35232
HDAC5,1312.01708,54634
CD1D,739.7842216,26066
GZMB,413.8059577,13762
PACSIN2,1090.150258,39872
ZNF200,1506.157347,63654
AARS,1047.094329,34410
FAM65B,2836.141367,106450
ARSB,1141.943786,43430
NEK7,3797.899832,177470
EFNB1,578.823587,19594
GHR,2085.666502,74390
NSMAF,1705.180067,73770
ETV5,1359.008231,58300
PIK3CB,2866.500345,114496
NQO1,212.1799268,6600
ISG20L2,472.1552328,18084
MTRF1L,204.6055681,7472
EZR,1077.766465,46322
PALB2,1134.850529,52694
APPL1,858.1467126,35470
E4F1,697.2075355,19210
ADIPOR1,693.6064631,23212
STRADB,2263.322234,96052
SIRT1,2232.344155,94852
PRKAG2,857.5573706,31288
LATS2,551.3192208,25596
CAB39,1481.896244,58730
PERP,682.6736177,25484
SESN1,910.8349237,31878
ATG4D,324.3596107,7910
IFT57,517.3726949,19824
MST4,1021.020362,53718
RNF34,630.361756,28056
ANAPC7,182.3319848,8718
MRPL39,332.9850975,15504
SESN3,1421.51346,59306
ZMAT3,1184.338918,50518
SHISA5,357.598331,10886
CTDSP1,673.1208329,19704
GLTSCR2,614.7484636,20992
BRD7,781.3495208,35704
MLST8,1133.081632,34354
REXO2,446.7859498,15636
RRM2B,1289.484518,57830
RNF144B,877.7403997,32308
DEDD2,681.3599149,19212
MARK4,689.1407142,26252
RFWD2,907.7595886,40124
UIMC1,2709.003982,109682
KBTBD7,747.2372196,29060
EME1,747.1613767,32472
TNFRSF10A,507.7535787,20734
FAM175A,61.65343432,3422
CCNK,688.6994645,28638
PREX1,1358.787717,49800
SIN3A,1053.998396,45616
RGCC,603.2434031,23728
C12orf5,829.3818782,31050
PTPMT1,113.8812856,3320
FAF1,1482.288188,62812
PYCARD,784.8114358,30062
PI4KA,1586.73112,56400
MLF1IP,4351.54393,216292
NCOR1,2327.499901,95246
NCAPG2,1846.382878,96322
FANCD2,1906.015385,84164
SRA1,39.77879481,1504
PTBP2,4780.149967,200956
RACGAP1,5006.269254,230698
BAG4,602.2610173,25656
BRCC3,350.5246633,16024
PIP4K2C,411.4789048,11234
ZHX1,725.6600742,27824
NUSAP1,1387.303806,81904
STRADA,2340.59167,90972
CENPW,670.9604817,36866
TSPAN14,862.6772453,30810
PIK3AP1,1081.250085,44624
ZWILCH,1380.746104,79346
CCAR2,498.6304689,20528
TAOK1,1728.344035,75002
KLHL24,777.6810552,30732
JMY,588.2875217,23918
ZNF367,1307.631439,63468
TTC33,673.8742189,27570
DCLRE1C,1008.359351,40322
TIPIN,727.3295719,44470
COL4A3BP,386.0622812,17660
DAPP1,831.8431972,28592
IP6K2,865.914579,35720
FAM126B,891.789562,33910
ZNF654,865.1670805,34958
POLR3K,1727.347836,77046
BUD13,4093.559141,184178
ANKRD13C,269.0498485,10044
THRAP3,2490.541195,108630
YEATS4,1512.250014,81160
ZRANB1,781.3559039,29164
CKAP2,1805.553672,98536
ZCCHC6,3013.493891,118578
GMNN,1593.634388,86446
HERC1,2654.716129,117038
PHF19,391.3016122,16230
MIS18A,2220.547399,120678
GPBP1L1,542.0768611,24920
LRIF1,2143.374062,75592
HERC5,436.8567928,14652
CEP41,367.256459,13452
BORA,1171.227026,54600
UBR7,1620.107337,77466
NUP85,1480.000393,77836
ZBTB44,748.7621436,28992
DROSHA,2017.542783,91424
TBC1D15,770.6537911,35096
CLEC2D,2211.621428,90180
PROSER1,364.1360011,21004
PAG1,1618.804065,71952
SLAMF6,632.0031426,20468
MAVS,347.049329,11668
VAV3,738.3092158,26580
MIER3,458.7403769,21398
RICTOR,824.1729697,36802
DPP8,840.6220835,38656
UBA52,514.9381322,18310
PLEKHF2,1817.999388,74950
DDX58,774.0053304,29452
ZCCHC8,2820.807091,136338
BANK1,1459.227798,57564
RHNO1,556.2392349,28702
FAM214A,1172.671414,45544
RNF219,379.2414166,17936
SPON2,260.1081087,6488
LEMD3,4442.808845,192026
SP140L,200.340202,7104
MYBBP1A,594.9233651,23596
EPG5,260.0733499,11418
DNAJB14,1097.357851,50944
NDC1,1002.405089,58484
CLK4,1384.848003,63828
XRN1,1387.6624,65214
TINF2,804.4773087,29818
PAXBP1,1106.694519,56670
PSRC1,490.5017916,20550
MED4,906.5581024,42854
RNF125,527.7102439,17732
C7orf60,157.3974955,7480
DGCR8,737.026069,27122
MBTD1,1493.091298,64846
RC3H2,335.4533599,14978
PRR11,1637.993714,67874
CTDSPL2,435.8120892,20236
MED16,379.0130883,12850
PDGFC,2210.880857,96644
INTS8,1406.727019,66608
ARHGAP27,250.8141711,9630
NUP107,2992.535149,157916
DCTN4,498.4156537,21816
NUDCD1,828.4512371,38654
GMCL1,632.9925492,27604
C12orf44,874.0457321,32494
DYNC1LI1,1513.226804,61798
ANKRD44,935.3837883,34830
ARL6IP6,2630.989806,114290
MED17,2004.95867,90014
MYNN,297.7591351,12974
PIK3R5,1330.634814,38958
FAM91A1,722.384581,34414
PPTC7,1394.06339,55230
OXR1,1156.75367,49202
ASH1L,3646.770935,138904
CCDC109B,1784.27,74368
LINS,137.1662947,6228
ZNF720,75.92895433,3544
C3orf58,516.0950784,22544
FAM111A,1342.233125,51456
GNB4,1285.159666,45980
KIAA1551,1950.860852,72818
BTBD1,2734.959331,124368
PHF13,708.6529747,29308
STK11IP,34.77610234,1060
IKZF3,1557.286589,62016
USP39,998.8003856,51850
UTP23,74.45801181,5084
THUMPD2,1425.518739,65042
CUTC,1381.940608,54608
BIRC6,1690.242503,79244
MIS18BP1,3637.110969,162396
TMEM209,216.151757,12172
APPL2,1334.357298,53136
WDR48,2477.343096,99174
TP53INP1,235.3546997,11280
BRMS1L,894.2781027,37152
PHC3,178.9824484,7014
C7orf49,362.9885071,12664
DET1,738.2051826,29572
TBK1,3074.193383,141810
REV1,2729.259998,123818
SAP130,2312.131106,105898
RNF145,356.6727259,15032
KIAA1429,951.339235,45192
CCNDBP1,1043.416182,43152
PELI1,3306.597458,137344
PDP1,631.3485677,22364
C10orf118,847.5249477,30244
DONSON,1728.966269,90150
GIMAP2,1327.852441,48446
RIPK3,1174.144412,52250
MED28,2090.892882,89762
POLR3E,1113.424153,50294
ADAT1,808.9394274,26758
TNKS2,1550.544343,65350
HDGFRP2,150.7818348,4412
PRMT5,1103.398228,51518
PNPLA8,194.7199657,7914
AAED1,175.6013421,6692
NIN,1568.794331,61294
MBNL3,368.7160439,14442
RUNDC1,202.0891935,7690
GMEB1,1341.11993,58042
DCAF10,448.4880833,16318
WDR81,213.7782255,6884
SPOPL,251.6918702,11046
RBM26,2186.890492,93876
ZBTB41,420.9242681,17422
ABHD13,146.5799464,6092
ABCA7,354.019852,8940
CARHSP1,681.4933755,27090
CNOT6,2233.269654,100818
KANSL1,974.4662793,46818
C9orf41,162.9788029,7684
TAPT1,151.3521516,5674
CRNKL1,1734.781619,66732
WDYHV1,383.5727406,23312
INO80D,2038.917923,79038
TNIP2,1380.174653,52902
ZCCHC7,1996.825396,101244
DOK3,210.4196093,6030
CHFR,1116.026141,43540
CCDC41,547.2565405,23900
EOMES,385.3509388,12220
GAB3,560.8695294,22548
FBXO38,324.3061825,15032
SUPT16H,3222.729835,164134
SLMAP,343.5239708,16746
EGLN1,1097.160681,41330
RAB18,1465.801221,62996
FAM60A,1616.029648,82316
DENND2D,1436.145053,49928
ELOF1,127.627966,3798
NUP37,4063.736389,174322
CREBRF,203.3131393,8476
AMMECR1L,1550.548988,65086
ASAP1,1119.549743,45170
ZBTB10,3044.885404,118948
SOAT1,841.3803653,34026
SLC4A1AP,440.9181073,18678
REC8,353.9098897,14310
MND1,234.7659745,17332
BRIP1,2909.717378,127398
ATAD2,1480.74923,87492
POLQ,3369.380899,147288
FANCE,749.3364276,36320
CMTM2,21.01169958,542
ATRIP,445.384727,21120
HHAT,979.3713333,38290
SESN2,371.5505178,16326
FBXO31,476.1741726,15800
MCM10,1970.941892,102736
KIF15,2184.840257,108732
RPRM,5912.791046,161832
MAGI3,548.7972564,20820
TP73,1226.513254,50456
TNFAIP8L2,949.7429496,25868
TTC5,220.9487416,9054
CAB39L,400.7340245,14182
MYOCD,163.9257542,5756
SNRPN,352.8993568,21702
PRKAG3,144.7972242,4384
DTL,1600.871394,84478
ASF1B,1180.037916,62808
BCL2L14,428.5936845,14322
EVA1C,1160.609543,49040
FRS2,151.5212129,5446
MCM8,1131.87054,59808
HJURP,1153.915599,60840
CENPH,742.9001621,49426
CEP55,1002.334148,60372
SETD8,546.38124,23294
HDAC7,896.4798932,32476
NOD1,646.6313217,23662
NCAPG,2611.747116,124946
RMI2,1126.230438,58854
SCN3B,259.7400935,8788
PRC1,1372.583094,75816
CENPK,610.2953833,40042
CDCA8,1803.521028,97490
HIST3H3,650.8470857,23424
CARD11,1550.242775,60958
DSN1,902.1755244,40844
ATAD5,2545.474342,117088
HIST1H4A,363.9555694,17900
KIF18B,501.2361982,34222
RFWD3,478.4398823,27794
CDCA5,780.0253759,45486
PPP1R13L,480.7017752,11252
C11orf82,591.4116651,25890
FBXO5,1515.30956,88186
CABLES1,152.8222868,7096
CDCA3,1246.463811,62518
NUF2,4009.926617,193800
C1orf112,643.6264164,36048
AIFM2,88.13588979,3006
TPTE,1317.232397,35772
TACC3,3168.387768,142056
KIF20A,740.320804,40860
RPTOR,745.2448402,30602
KIF4A,783.9312971,46294
GIT1,1044.251094,30280
AUNIP,875.4011652,40934
E2F8,2747.818703,132686
UBE2T,1904.833344,101088
POC1A,524.6859206,29318
CENPM,1321.176275,67928
CKAP2L,746.927905,38196
SGOL1,380.196838,18900
RCCD1,51.85110013,1746
ORC6,966.2540716,54816
ANLN,2295.316403,89024
ASPM,705.7794557,38960
SKA3,1107.720793,57644
GINS3,274.3258306,16864
FANCF,1541.989945,65676
KIF18A,913.3272668,58650
RAD18,1120.074986,54956
